date,original_image_url,model_output_url,manual_clean_url,manually_cleaned
2024-04-05,https://original_input_image_223.jpg,https://model_output_image_223.png,https://manually_cleaned_image_223.png,1
2024-04-05,https://original_input_image_27.jpg,https://model_output_image_27.png,,0
2024-04-04,https://original_input_image_539.jpg,https://model_output_image_539.png,https://manually_cleaned_image_539.png,1
2024-04-04,https://original_input_image_965.jpg,https://model_output_image_965.png,https://manually_cleaned_image_965.png,1
2024-04-03,https://original_input_image_164.jpg,https://model_output_image_164.png,https://manually_cleaned_image_164.png,1
2024-04-03,https://original_input_image_852.jpg,https://model_output_image_852.png,,0
2024-04-03,https://original_input_image_592.jpg,https://model_output_image_592.png,,0
2024-04-01,https://original_input_image_954.jpg,https://model_output_image_954.png,,0
2024-03-31,https://original_input_image_536.jpg,https://model_output_image_536.png,,0
2024-03-31,https://original_input_image_685.jpg,https://model_output_image_685.png,https://manually_cleaned_image_685.png,1
2024-03-30,https://original_input_image_209.jpg,https://model_output_image_209.png,,0
2024-03-30,https://original_input_image_134.jpg,https://model_output_image_134.png,,0
2024-03-29,https://original_input_image_152.jpg,https://model_output_image_152.png,,0
2024-03-28,https://original_input_image_714.jpg,https://model_output_image_714.png,https://manually_cleaned_image_714.png,1
2024-03-28,https://original_input_image_978.jpg,https://model_output_image_978.png,https://manually_cleaned_image_978.png,1
2024-03-28,https://original_input_image_295.jpg,https://model_output_image_295.png,https://manually_cleaned_image_295.png,1
2024-03-27,https://original_input_image_520.jpg,https://model_output_image_520.png,https://manually_cleaned_image_520.png,1
2024-03-27,https://original_input_image_843.jpg,https://model_output_image_843.png,,0
2024-03-26,https://original_input_image_813.jpg,https://model_output_image_813.png,https://manually_cleaned_image_813.png,1
2024-03-25,https://original_input_image_298.jpg,https://model_output_image_298.png,,0
2024-03-25,https://original_input_image_316.jpg,https://model_output_image_316.png,https://manually_cleaned_image_316.png,1
2024-03-25,https://original_input_image_481.jpg,https://model_output_image_481.png,,0
2024-03-25,https://original_input_image_151.jpg,https://model_output_image_151.png,https://manually_cleaned_image_151.png,1
2024-03-24,https://original_input_image_727.jpg,https://model_output_image_727.png,https://manually_cleaned_image_727.png,1
2024-03-24,https://original_input_image_839.jpg,https://model_output_image_839.png,https://manually_cleaned_image_839.png,1
2024-03-24,https://original_input_image_458.jpg,https://model_output_image_458.png,,0
2024-03-23,https://original_input_image_692.jpg,https://model_output_image_692.png,,0
2024-03-22,https://original_input_image_986.jpg,https://model_output_image_986.png,,0
2024-03-22,https://original_input_image_431.jpg,https://model_output_image_431.png,https://manually_cleaned_image_431.png,1
2024-03-21,https://original_input_image_171.jpg,https://model_output_image_171.png,,0
2024-03-21,https://original_input_image_464.jpg,https://model_output_image_464.png,https://manually_cleaned_image_464.png,1
2024-03-21,https://original_input_image_365.jpg,https://model_output_image_365.png,,0
2024-03-20,https://original_input_image_758.jpg,https://model_output_image_758.png,https://manually_cleaned_image_758.png,1
2024-03-20,https://original_input_image_750.jpg,https://model_output_image_750.png,,0
2024-03-19,https://original_input_image_443.jpg,https://model_output_image_443.png,,0
2024-03-19,https://original_input_image_136.jpg,https://model_output_image_136.png,,0
2024-03-19,https://original_input_image_180.jpg,https://model_output_image_180.png,https://manually_cleaned_image_180.png,1
2024-03-18,https://original_input_image_154.jpg,https://model_output_image_154.png,https://manually_cleaned_image_154.png,1
2024-03-18,https://original_input_image_346.jpg,https://model_output_image_346.png,,0
2024-03-18,https://original_input_image_83.jpg,https://model_output_image_83.png,,0
2024-03-18,https://original_input_image_81.jpg,https://model_output_image_81.png,,0
2024-03-18,https://original_input_image_887.jpg,https://model_output_image_887.png,,0
2024-03-18,https://original_input_image_980.jpg,https://model_output_image_980.png,https://manually_cleaned_image_980.png,1
2024-03-17,https://original_input_image_878.jpg,https://model_output_image_878.png,https://manually_cleaned_image_878.png,1
2024-03-17,https://original_input_image_781.jpg,https://model_output_image_781.png,https://manually_cleaned_image_781.png,1
2024-03-17,https://original_input_image_389.jpg,https://model_output_image_389.png,https://manually_cleaned_image_389.png,1
2024-03-17,https://original_input_image_911.jpg,https://model_output_image_911.png,https://manually_cleaned_image_911.png,1
2024-03-17,https://original_input_image_340.jpg,https://model_output_image_340.png,https://manually_cleaned_image_340.png,1
2024-03-16,https://original_input_image_544.jpg,https://model_output_image_544.png,https://manually_cleaned_image_544.png,1
2024-03-16,https://original_input_image_143.jpg,https://model_output_image_143.png,https://manually_cleaned_image_143.png,1
2024-03-16,https://original_input_image_583.jpg,https://model_output_image_583.png,,0
2024-03-15,https://original_input_image_734.jpg,https://model_output_image_734.png,,0
2024-03-15,https://original_input_image_275.jpg,https://model_output_image_275.png,,0
2024-03-15,https://original_input_image_526.jpg,https://model_output_image_526.png,,0
2024-03-15,https://original_input_image_467.jpg,https://model_output_image_467.png,,0
2024-03-15,https://original_input_image_86.jpg,https://model_output_image_86.png,https://manually_cleaned_image_86.png,1
2024-03-14,https://original_input_image_241.jpg,https://model_output_image_241.png,https://manually_cleaned_image_241.png,1
2024-03-14,https://original_input_image_812.jpg,https://model_output_image_812.png,,0
2024-03-14,https://original_input_image_748.jpg,https://model_output_image_748.png,https://manually_cleaned_image_748.png,1
2024-03-14,https://original_input_image_635.jpg,https://model_output_image_635.png,,0
2024-03-14,https://original_input_image_269.jpg,https://model_output_image_269.png,,0
2024-03-14,https://original_input_image_103.jpg,https://model_output_image_103.png,https://manually_cleaned_image_103.png,1
2024-03-13,https://original_input_image_194.jpg,https://model_output_image_194.png,https://manually_cleaned_image_194.png,1
2024-03-13,https://original_input_image_819.jpg,https://model_output_image_819.png,,0
2024-03-13,https://original_input_image_433.jpg,https://model_output_image_433.png,https://manually_cleaned_image_433.png,1
2024-03-12,https://original_input_image_376.jpg,https://model_output_image_376.png,,0
2024-03-12,https://original_input_image_368.jpg,https://model_output_image_368.png,https://manually_cleaned_image_368.png,1
2024-03-11,https://original_input_image_213.jpg,https://model_output_image_213.png,https://manually_cleaned_image_213.png,1
2024-03-10,https://original_input_image_716.jpg,https://model_output_image_716.png,https://manually_cleaned_image_716.png,1
2024-03-10,https://original_input_image_286.jpg,https://model_output_image_286.png,https://manually_cleaned_image_286.png,1
2024-03-10,https://original_input_image_251.jpg,https://model_output_image_251.png,https://manually_cleaned_image_251.png,1
2024-03-10,https://original_input_image_242.jpg,https://model_output_image_242.png,,0
2024-03-09,https://original_input_image_142.jpg,https://model_output_image_142.png,https://manually_cleaned_image_142.png,1
2024-03-09,https://original_input_image_268.jpg,https://model_output_image_268.png,,0
2024-03-09,https://original_input_image_871.jpg,https://model_output_image_871.png,https://manually_cleaned_image_871.png,1
2024-03-08,https://original_input_image_452.jpg,https://model_output_image_452.png,https://manually_cleaned_image_452.png,1
2024-03-08,https://original_input_image_584.jpg,https://model_output_image_584.png,https://manually_cleaned_image_584.png,1
2024-03-08,https://original_input_image_347.jpg,https://model_output_image_347.png,,0
2024-03-07,https://original_input_image_808.jpg,https://model_output_image_808.png,https://manually_cleaned_image_808.png,1
2024-03-07,https://original_input_image_408.jpg,https://model_output_image_408.png,https://manually_cleaned_image_408.png,1
2024-03-07,https://original_input_image_440.jpg,https://model_output_image_440.png,https://manually_cleaned_image_440.png,1
2024-03-06,https://original_input_image_250.jpg,https://model_output_image_250.png,,0
2024-03-06,https://original_input_image_636.jpg,https://model_output_image_636.png,https://manually_cleaned_image_636.png,1
2024-03-05,https://original_input_image_984.jpg,https://model_output_image_984.png,,0
2024-03-05,https://original_input_image_120.jpg,https://model_output_image_120.png,,0
2024-03-04,https://original_input_image_917.jpg,https://model_output_image_917.png,https://manually_cleaned_image_917.png,1
2024-03-04,https://original_input_image_864.jpg,https://model_output_image_864.png,https://manually_cleaned_image_864.png,1
2024-03-04,https://original_input_image_757.jpg,https://model_output_image_757.png,https://manually_cleaned_image_757.png,1
2024-03-04,https://original_input_image_385.jpg,https://model_output_image_385.png,https://manually_cleaned_image_385.png,1
2024-03-03,https://original_input_image_894.jpg,https://model_output_image_894.png,,0
2024-03-02,https://original_input_image_787.jpg,https://model_output_image_787.png,,0
2024-03-02,https://original_input_image_15.jpg,https://model_output_image_15.png,https://manually_cleaned_image_15.png,1
2024-03-02,https://original_input_image_585.jpg,https://model_output_image_585.png,https://manually_cleaned_image_585.png,1
2024-03-01,https://original_input_image_700.jpg,https://model_output_image_700.png,,0
2024-03-01,https://original_input_image_407.jpg,https://model_output_image_407.png,,0
2024-03-01,https://original_input_image_612.jpg,https://model_output_image_612.png,https://manually_cleaned_image_612.png,1
2024-03-01,https://original_input_image_570.jpg,https://model_output_image_570.png,https://manually_cleaned_image_570.png,1
2024-02-29,https://original_input_image_919.jpg,https://model_output_image_919.png,,0
2024-02-29,https://original_input_image_326.jpg,https://model_output_image_326.png,https://manually_cleaned_image_326.png,1
2024-02-29,https://original_input_image_240.jpg,https://model_output_image_240.png,,0
2024-02-29,https://original_input_image_88.jpg,https://model_output_image_88.png,,0
2024-02-29,https://original_input_image_160.jpg,https://model_output_image_160.png,,0
2024-02-29,https://original_input_image_846.jpg,https://model_output_image_846.png,https://manually_cleaned_image_846.png,1
2024-02-29,https://original_input_image_165.jpg,https://model_output_image_165.png,,0
2024-02-28,https://original_input_image_502.jpg,https://model_output_image_502.png,https://manually_cleaned_image_502.png,1
2024-02-28,https://original_input_image_690.jpg,https://model_output_image_690.png,,0
2024-02-28,https://original_input_image_718.jpg,https://model_output_image_718.png,,0
2024-02-28,https://original_input_image_267.jpg,https://model_output_image_267.png,,0
2024-02-28,https://original_input_image_297.jpg,https://model_output_image_297.png,https://manually_cleaned_image_297.png,1
2024-02-27,https://original_input_image_859.jpg,https://model_output_image_859.png,,0
2024-02-27,https://original_input_image_49.jpg,https://model_output_image_49.png,https://manually_cleaned_image_49.png,1
2024-02-27,https://original_input_image_51.jpg,https://model_output_image_51.png,https://manually_cleaned_image_51.png,1
2024-02-26,https://original_input_image_601.jpg,https://model_output_image_601.png,https://manually_cleaned_image_601.png,1
2024-02-24,https://original_input_image_753.jpg,https://model_output_image_753.png,https://manually_cleaned_image_753.png,1
2024-02-24,https://original_input_image_670.jpg,https://model_output_image_670.png,https://manually_cleaned_image_670.png,1
2024-02-23,https://original_input_image_287.jpg,https://model_output_image_287.png,,0
2024-02-23,https://original_input_image_994.jpg,https://model_output_image_994.png,,0
2024-02-22,https://original_input_image_522.jpg,https://model_output_image_522.png,,0
2024-02-22,https://original_input_image_358.jpg,https://model_output_image_358.png,,0
2024-02-21,https://original_input_image_97.jpg,https://model_output_image_97.png,,0
2024-02-20,https://original_input_image_455.jpg,https://model_output_image_455.png,https://manually_cleaned_image_455.png,1
2024-02-20,https://original_input_image_930.jpg,https://model_output_image_930.png,,0
2024-02-20,https://original_input_image_76.jpg,https://model_output_image_76.png,https://manually_cleaned_image_76.png,1
2024-02-20,https://original_input_image_282.jpg,https://model_output_image_282.png,,0
2024-02-19,https://original_input_image_540.jpg,https://model_output_image_540.png,https://manually_cleaned_image_540.png,1
2024-02-18,https://original_input_image_707.jpg,https://model_output_image_707.png,https://manually_cleaned_image_707.png,1
2024-02-18,https://original_input_image_575.jpg,https://model_output_image_575.png,https://manually_cleaned_image_575.png,1
2024-02-18,https://original_input_image_617.jpg,https://model_output_image_617.png,,0
2024-02-18,https://original_input_image_973.jpg,https://model_output_image_973.png,https://manually_cleaned_image_973.png,1
2024-02-18,https://original_input_image_173.jpg,https://model_output_image_173.png,https://manually_cleaned_image_173.png,1
2024-02-17,https://original_input_image_660.jpg,https://model_output_image_660.png,,0
2024-02-16,https://original_input_image_11.jpg,https://model_output_image_11.png,,0
2024-02-16,https://original_input_image_671.jpg,https://model_output_image_671.png,,0
2024-02-16,https://original_input_image_393.jpg,https://model_output_image_393.png,https://manually_cleaned_image_393.png,1
2024-02-15,https://original_input_image_166.jpg,https://model_output_image_166.png,https://manually_cleaned_image_166.png,1
2024-02-15,https://original_input_image_199.jpg,https://model_output_image_199.png,https://manually_cleaned_image_199.png,1
2024-02-15,https://original_input_image_387.jpg,https://model_output_image_387.png,,0
2024-02-15,https://original_input_image_627.jpg,https://model_output_image_627.png,https://manually_cleaned_image_627.png,1
2024-02-15,https://original_input_image_609.jpg,https://model_output_image_609.png,https://manually_cleaned_image_609.png,1
2024-02-15,https://original_input_image_498.jpg,https://model_output_image_498.png,https://manually_cleaned_image_498.png,1
2024-02-14,https://original_input_image_224.jpg,https://model_output_image_224.png,,0
2024-02-14,https://original_input_image_665.jpg,https://model_output_image_665.png,,0
2024-02-14,https://original_input_image_486.jpg,https://model_output_image_486.png,https://manually_cleaned_image_486.png,1
2024-02-14,https://original_input_image_803.jpg,https://model_output_image_803.png,https://manually_cleaned_image_803.png,1
2024-02-14,https://original_input_image_733.jpg,https://model_output_image_733.png,,0
2024-02-14,https://original_input_image_138.jpg,https://model_output_image_138.png,https://manually_cleaned_image_138.png,1
2024-02-13,https://original_input_image_247.jpg,https://model_output_image_247.png,https://manually_cleaned_image_247.png,1
2024-02-13,https://original_input_image_128.jpg,https://model_output_image_128.png,https://manually_cleaned_image_128.png,1
2024-02-13,https://original_input_image_647.jpg,https://model_output_image_647.png,https://manually_cleaned_image_647.png,1
2024-02-13,https://original_input_image_182.jpg,https://model_output_image_182.png,https://manually_cleaned_image_182.png,1
2024-02-13,https://original_input_image_807.jpg,https://model_output_image_807.png,https://manually_cleaned_image_807.png,1
2024-02-12,https://original_input_image_992.jpg,https://model_output_image_992.png,,0
2024-02-12,https://original_input_image_292.jpg,https://model_output_image_292.png,https://manually_cleaned_image_292.png,1
2024-02-12,https://original_input_image_28.jpg,https://model_output_image_28.png,https://manually_cleaned_image_28.png,1
2024-02-12,https://original_input_image_232.jpg,https://model_output_image_232.png,,0
2024-02-11,https://original_input_image_697.jpg,https://model_output_image_697.png,https://manually_cleaned_image_697.png,1
2024-02-11,https://original_input_image_36.jpg,https://model_output_image_36.png,https://manually_cleaned_image_36.png,1
2024-02-10,https://original_input_image_936.jpg,https://model_output_image_936.png,,0
2024-02-10,https://original_input_image_41.jpg,https://model_output_image_41.png,https://manually_cleaned_image_41.png,1
2024-02-10,https://original_input_image_811.jpg,https://model_output_image_811.png,,0
2024-02-10,https://original_input_image_311.jpg,https://model_output_image_311.png,https://manually_cleaned_image_311.png,1
2024-02-09,https://original_input_image_853.jpg,https://model_output_image_853.png,,0
2024-02-08,https://original_input_image_586.jpg,https://model_output_image_586.png,,0
2024-02-07,https://original_input_image_312.jpg,https://model_output_image_312.png,https://manually_cleaned_image_312.png,1
2024-02-07,https://original_input_image_756.jpg,https://model_output_image_756.png,https://manually_cleaned_image_756.png,1
2024-02-07,https://original_input_image_140.jpg,https://model_output_image_140.png,,0
2024-02-06,https://original_input_image_460.jpg,https://model_output_image_460.png,https://manually_cleaned_image_460.png,1
2024-02-06,https://original_input_image_454.jpg,https://model_output_image_454.png,,0
2024-02-06,https://original_input_image_702.jpg,https://model_output_image_702.png,,0
2024-02-05,https://original_input_image_361.jpg,https://model_output_image_361.png,,0
2024-02-05,https://original_input_image_256.jpg,https://model_output_image_256.png,https://manually_cleaned_image_256.png,1
2024-02-05,https://original_input_image_123.jpg,https://model_output_image_123.png,https://manually_cleaned_image_123.png,1
2024-02-04,https://original_input_image_122.jpg,https://model_output_image_122.png,,0
2024-02-04,https://original_input_image_908.jpg,https://model_output_image_908.png,,0
2024-02-03,https://original_input_image_638.jpg,https://model_output_image_638.png,https://manually_cleaned_image_638.png,1
2024-02-03,https://original_input_image_290.jpg,https://model_output_image_290.png,,0
2024-02-03,https://original_input_image_778.jpg,https://model_output_image_778.png,https://manually_cleaned_image_778.png,1
2024-02-02,https://original_input_image_931.jpg,https://model_output_image_931.png,,0
2024-02-02,https://original_input_image_461.jpg,https://model_output_image_461.png,,0
2024-02-02,https://original_input_image_206.jpg,https://model_output_image_206.png,https://manually_cleaned_image_206.png,1
2024-02-01,https://original_input_image_380.jpg,https://model_output_image_380.png,,0
2024-02-01,https://original_input_image_960.jpg,https://model_output_image_960.png,,0
2024-02-01,https://original_input_image_277.jpg,https://model_output_image_277.png,,0
2024-02-01,https://original_input_image_50.jpg,https://model_output_image_50.png,https://manually_cleaned_image_50.png,1
2024-01-31,https://original_input_image_367.jpg,https://model_output_image_367.png,https://manually_cleaned_image_367.png,1
2024-01-31,https://original_input_image_749.jpg,https://model_output_image_749.png,https://manually_cleaned_image_749.png,1
2024-01-31,https://original_input_image_308.jpg,https://model_output_image_308.png,,0
2024-01-31,https://original_input_image_124.jpg,https://model_output_image_124.png,https://manually_cleaned_image_124.png,1
2024-01-30,https://original_input_image_349.jpg,https://model_output_image_349.png,,0
2024-01-30,https://original_input_image_137.jpg,https://model_output_image_137.png,https://manually_cleaned_image_137.png,1
2024-01-30,https://original_input_image_183.jpg,https://model_output_image_183.png,https://manually_cleaned_image_183.png,1
2024-01-30,https://original_input_image_689.jpg,https://model_output_image_689.png,,0
2024-01-30,https://original_input_image_939.jpg,https://model_output_image_939.png,https://manually_cleaned_image_939.png,1
2024-01-29,https://original_input_image_723.jpg,https://model_output_image_723.png,https://manually_cleaned_image_723.png,1
2024-01-29,https://original_input_image_417.jpg,https://model_output_image_417.png,https://manually_cleaned_image_417.png,1
2024-01-29,https://original_input_image_815.jpg,https://model_output_image_815.png,,0
2024-01-29,https://original_input_image_89.jpg,https://model_output_image_89.png,https://manually_cleaned_image_89.png,1
2024-01-29,https://original_input_image_322.jpg,https://model_output_image_322.png,,0
2024-01-29,https://original_input_image_104.jpg,https://model_output_image_104.png,https://manually_cleaned_image_104.png,1
2024-01-28,https://original_input_image_969.jpg,https://model_output_image_969.png,,0
2024-01-28,https://original_input_image_304.jpg,https://model_output_image_304.png,,0
2024-01-27,https://original_input_image_706.jpg,https://model_output_image_706.png,https://manually_cleaned_image_706.png,1
2024-01-27,https://original_input_image_172.jpg,https://model_output_image_172.png,https://manually_cleaned_image_172.png,1
2024-01-26,https://original_input_image_664.jpg,https://model_output_image_664.png,https://manually_cleaned_image_664.png,1
2024-01-26,https://original_input_image_631.jpg,https://model_output_image_631.png,,0
2024-01-26,https://original_input_image_66.jpg,https://model_output_image_66.png,,0
2024-01-25,https://original_input_image_306.jpg,https://model_output_image_306.png,https://manually_cleaned_image_306.png,1
2024-01-25,https://original_input_image_674.jpg,https://model_output_image_674.png,,0
2024-01-25,https://original_input_image_310.jpg,https://model_output_image_310.png,https://manually_cleaned_image_310.png,1
2024-01-25,https://original_input_image_507.jpg,https://model_output_image_507.png,,0
2024-01-24,https://original_input_image_87.jpg,https://model_output_image_87.png,https://manually_cleaned_image_87.png,1
2024-01-24,https://original_input_image_20.jpg,https://model_output_image_20.png,,0
2024-01-24,https://original_input_image_610.jpg,https://model_output_image_610.png,,0
2024-01-23,https://original_input_image_640.jpg,https://model_output_image_640.png,,0
2024-01-23,https://original_input_image_280.jpg,https://model_output_image_280.png,https://manually_cleaned_image_280.png,1
2024-01-23,https://original_input_image_596.jpg,https://model_output_image_596.png,,0
2024-01-23,https://original_input_image_235.jpg,https://model_output_image_235.png,,0
2024-01-22,https://original_input_image_991.jpg,https://model_output_image_991.png,https://manually_cleaned_image_991.png,1
2024-01-22,https://original_input_image_514.jpg,https://model_output_image_514.png,https://manually_cleaned_image_514.png,1
2024-01-21,https://original_input_image_470.jpg,https://model_output_image_470.png,,0
2024-01-21,https://original_input_image_836.jpg,https://model_output_image_836.png,,0
2024-01-21,https://original_input_image_437.jpg,https://model_output_image_437.png,https://manually_cleaned_image_437.png,1
2024-01-21,https://original_input_image_303.jpg,https://model_output_image_303.png,https://manually_cleaned_image_303.png,1
2024-01-21,https://original_input_image_96.jpg,https://model_output_image_96.png,,0
2024-01-20,https://original_input_image_260.jpg,https://model_output_image_260.png,,0
2024-01-20,https://original_input_image_555.jpg,https://model_output_image_555.png,https://manually_cleaned_image_555.png,1
2024-01-19,https://original_input_image_55.jpg,https://model_output_image_55.png,,0
2024-01-19,https://original_input_image_821.jpg,https://model_output_image_821.png,https://manually_cleaned_image_821.png,1
2024-01-19,https://original_input_image_776.jpg,https://model_output_image_776.png,,0
2024-01-18,https://original_input_image_90.jpg,https://model_output_image_90.png,,0
2024-01-17,https://original_input_image_595.jpg,https://model_output_image_595.png,https://manually_cleaned_image_595.png,1
2024-01-17,https://original_input_image_577.jpg,https://model_output_image_577.png,,0
2024-01-16,https://original_input_image_129.jpg,https://model_output_image_129.png,https://manually_cleaned_image_129.png,1
2024-01-15,https://original_input_image_344.jpg,https://model_output_image_344.png,https://manually_cleaned_image_344.png,1
2024-01-15,https://original_input_image_354.jpg,https://model_output_image_354.png,,0
2024-01-15,https://original_input_image_82.jpg,https://model_output_image_82.png,,0
2024-01-13,https://original_input_image_177.jpg,https://model_output_image_177.png,https://manually_cleaned_image_177.png,1
2024-01-13,https://original_input_image_602.jpg,https://model_output_image_602.png,https://manually_cleaned_image_602.png,1
2024-01-13,https://original_input_image_761.jpg,https://model_output_image_761.png,https://manually_cleaned_image_761.png,1
2024-01-13,https://original_input_image_211.jpg,https://model_output_image_211.png,,0
2024-01-13,https://original_input_image_9.jpg,https://model_output_image_9.png,https://manually_cleaned_image_9.png,1
2024-01-13,https://original_input_image_655.jpg,https://model_output_image_655.png,https://manually_cleaned_image_655.png,1
2024-01-12,https://original_input_image_985.jpg,https://model_output_image_985.png,https://manually_cleaned_image_985.png,1
2024-01-12,https://original_input_image_676.jpg,https://model_output_image_676.png,,0
2024-01-12,https://original_input_image_157.jpg,https://model_output_image_157.png,,0
2024-01-10,https://original_input_image_8.jpg,https://model_output_image_8.png,,0
2024-01-10,https://original_input_image_482.jpg,https://model_output_image_482.png,https://manually_cleaned_image_482.png,1
2024-01-09,https://original_input_image_791.jpg,https://model_output_image_791.png,https://manually_cleaned_image_791.png,1
2024-01-09,https://original_input_image_130.jpg,https://model_output_image_130.png,,0
2024-01-09,https://original_input_image_293.jpg,https://model_output_image_293.png,,0
2024-01-08,https://original_input_image_905.jpg,https://model_output_image_905.png,,0
2024-01-08,https://original_input_image_71.jpg,https://model_output_image_71.png,,0
2024-01-08,https://original_input_image_10.jpg,https://model_output_image_10.png,,0
2024-01-08,https://original_input_image_547.jpg,https://model_output_image_547.png,,0
2024-01-08,https://original_input_image_703.jpg,https://model_output_image_703.png,,0
2024-01-07,https://original_input_image_222.jpg,https://model_output_image_222.png,https://manually_cleaned_image_222.png,1
2024-01-07,https://original_input_image_704.jpg,https://model_output_image_704.png,,0
2024-01-06,https://original_input_image_744.jpg,https://model_output_image_744.png,,0
2024-01-06,https://original_input_image_127.jpg,https://model_output_image_127.png,,0
2024-01-06,https://original_input_image_427.jpg,https://model_output_image_427.png,https://manually_cleaned_image_427.png,1
2024-01-05,https://original_input_image_291.jpg,https://model_output_image_291.png,,0
2024-01-05,https://original_input_image_17.jpg,https://model_output_image_17.png,,0
2024-01-05,https://original_input_image_672.jpg,https://model_output_image_672.png,https://manually_cleaned_image_672.png,1
2024-01-04,https://original_input_image_101.jpg,https://model_output_image_101.png,,0
